order_id,customer_id,order_date,brand,category,product_name,quantity,unit_price,total_price,is_installment
ORD01952,CUS0070,2022-01-13,Xiaomi,Entry-level,Redmi 12,2,3500000,7000000,0
ORD00666,CUS0183,2022-01-13,Oppo,Mid-range,Reno 11,1,10000000,10000000,1
ORD02106,CUS0353,2022-01-13,Oppo,Mid-range,Reno 11,1,10000000,10000000,0
ORD00249,CUS0074,2022-01-13,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,1
ORD01338,CUS0396,2022-01-13,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD02293,CUS0427,2022-01-14,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD01665,CUS0279,2022-01-14,Xiaomi,Accessories,Xiaomi Smart Band 8,1,990000,990000,0
ORD00586,CUS0446,2022-01-14,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,1
ORD01969,CUS0089,2022-01-14,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,0
ORD01886,CUS0476,2022-01-15,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD01440,CUS0476,2022-01-15,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00452,CUS0027,2022-01-15,Samsung,Mid-range,Galaxy M34,2,7000000,14000000,0
ORD02165,CUS0039,2022-01-16,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD02308,CUS0470,2022-01-16,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD00108,CUS0350,2022-01-16,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD01868,CUS0410,2022-01-16,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD00099,CUS0306,2022-01-17,Apple,Accessories,AirPods Pro 2,2,6000000,12000000,0
ORD02348,CUS0248,2022-01-17,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01094,CUS0266,2022-01-17,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD02043,CUS0070,2022-01-17,Apple,Accessories,AirPods Pro 2,2,6000000,12000000,0
ORD01925,CUS0324,2022-01-18,Apple,Flagship,iPhone 15 Pro Max,2,34000000,68000000,0
ORD01077,CUS0353,2022-01-18,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,1
ORD02170,CUS0089,2022-01-18,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD02481,CUS0047,2022-01-19,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,1
ORD00761,CUS0179,2022-01-19,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD00510,CUS0044,2022-01-20,Apple,Mid-range,iPhone 11,1,10000000,10000000,1
ORD02412,CUS0165,2022-01-20,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD01131,CUS0262,2022-01-21,Samsung,Flagship,Galaxy Z Fold 5,2,40000000,80000000,0
ORD00202,CUS0381,2022-01-21,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD02059,CUS0051,2022-01-21,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01116,CUS0155,2022-01-21,Apple,Accessories,Ốp lưng MagSafe,2,1200000,2400000,0
ORD00825,CUS0002,2022-01-21,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD02426,CUS0499,2022-01-21,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,1
ORD01514,CUS0140,2022-01-21,Oppo,Entry-level,A18,1,3900000,3900000,0
ORD02459,CUS0325,2022-01-21,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD00275,CUS0262,2022-01-23,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD02489,CUS0239,2022-01-24,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD01451,CUS0470,2022-01-24,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD01463,CUS0105,2022-01-24,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD02034,CUS0476,2022-01-24,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD01468,CUS0479,2022-01-25,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD01423,CUS0499,2022-01-25,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD00685,CUS0403,2022-01-25,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD00237,CUS0175,2022-01-25,Oppo,Mid-range,Reno 11,1,10000000,10000000,0
ORD00515,CUS0402,2022-01-25,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,1
ORD01122,CUS0068,2022-01-25,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD02413,CUS0269,2022-01-26,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD00210,CUS0329,2022-01-26,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD01959,CUS0222,2022-01-26,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD01677,CUS0367,2022-01-28,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00175,CUS0350,2022-01-28,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD00027,CUS0133,2022-01-28,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD02242,CUS0474,2022-01-29,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01205,CUS0083,2022-01-29,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01901,CUS0303,2022-01-29,Oppo,Entry-level,A18,1,3900000,3900000,0
ORD02463,CUS0421,2022-01-29,Xiaomi,Accessories,Xiaomi Smart Band 8,1,990000,990000,0
ORD00092,CUS0103,2022-01-29,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD01624,CUS0227,2022-01-30,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,1
ORD02303,CUS0489,2022-01-30,Oppo,Mid-range,Reno 11,1,10000000,10000000,1
ORD02086,CUS0148,2022-01-30,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,0
ORD01331,CUS0154,2022-01-30,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,1
ORD02144,CUS0397,2022-01-31,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD01283,CUS0204,2022-01-31,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD01880,CUS0034,2022-01-31,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD01571,CUS0012,2022-01-31,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD00380,CUS0314,2022-01-31,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD02371,CUS0221,2022-01-31,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD02193,CUS0396,2022-02-01,Apple,Mid-range,iPhone 13,1,15000000,15000000,1
ORD02163,CUS0351,2022-02-01,Apple,Mid-range,iPhone 11,1,10000000,10000000,1
ORD02440,CUS0116,2022-02-01,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD01512,CUS0237,2022-02-01,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD01589,CUS0377,2022-02-01,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,0
ORD01428,CUS0359,2022-02-02,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD00700,CUS0019,2022-02-03,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01511,CUS0391,2022-02-04,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,0
ORD00384,CUS0063,2022-02-04,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,0
ORD01635,CUS0214,2022-02-04,Oppo,Mid-range,Reno 11,1,10000000,10000000,0
ORD02120,CUS0204,2022-02-05,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00604,CUS0193,2022-02-05,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD01762,CUS0421,2022-02-05,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,0
ORD00722,CUS0446,2022-02-05,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD02323,CUS0105,2022-02-05,Apple,Mid-range,iPhone 11,1,10000000,10000000,1
ORD01425,CUS0353,2022-02-07,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01360,CUS0397,2022-02-07,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD01161,CUS0012,2022-02-07,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,0
ORD00125,CUS0051,2022-02-07,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,1
ORD01042,CUS0193,2022-02-08,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00758,CUS0316,2022-02-08,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD01150,CUS0382,2022-02-08,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD00049,CUS0272,2022-02-08,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD00110,CUS0205,2022-02-08,Oppo,Entry-level,A18,1,3900000,3900000,1
ORD01938,CUS0239,2022-02-08,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD01435,CUS0379,2022-02-10,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,0
ORD01149,CUS0391,2022-02-10,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,1
ORD01709,CUS0447,2022-02-11,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD01779,CUS0302,2022-02-11,Xiaomi,Accessories,Sạc dự phòng 10000mAh,1,400000,400000,0
ORD00087,CUS0361,2022-02-11,Xiaomi,Accessories,Xiaomi Smart Band 8,1,990000,990000,0
ORD01517,CUS0314,2022-02-11,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD02052,CUS0447,2022-02-11,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,0
ORD01651,CUS0496,2022-02-12,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD00738,CUS0155,2022-02-12,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,1
ORD00201,CUS0299,2022-02-12,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD02024,CUS0469,2022-02-12,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,0
ORD00258,CUS0029,2022-02-12,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD00520,CUS0003,2022-02-12,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,0
ORD02152,CUS0352,2022-02-12,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD01988,CUS0157,2022-02-12,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01780,CUS0447,2022-02-12,Apple,Mid-range,iPhone 11,2,10000000,20000000,0
ORD01294,CUS0010,2022-02-12,Xiaomi,Accessories,Sạc dự phòng 10000mAh,1,400000,400000,0
ORD00493,CUS0389,2022-02-12,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD00668,CUS0279,2022-02-13,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD00630,CUS0236,2022-02-13,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD01633,CUS0382,2022-02-13,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD00540,CUS0365,2022-02-14,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01955,CUS0145,2022-02-14,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,0
ORD01622,CUS0442,2022-02-14,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD02271,CUS0390,2022-02-15,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD01676,CUS0296,2022-02-15,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD01015,CUS0121,2022-02-15,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,1
ORD00133,CUS0140,2022-02-15,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD01277,CUS0045,2022-02-16,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD02217,CUS0187,2022-02-16,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD01939,CUS0137,2022-02-16,Oppo,Entry-level,A18,1,3900000,3900000,0
ORD00333,CUS0179,2022-02-16,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD01064,CUS0076,2022-02-16,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00684,CUS0036,2022-02-16,Oppo,Flagship,Find N3 Flip,2,25000000,50000000,1
ORD01348,CUS0056,2022-02-16,Apple,Accessories,Ốp lưng MagSafe,2,1200000,2400000,0
ORD02422,CUS0257,2022-02-17,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD00022,CUS0364,2022-02-17,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,1
ORD00399,CUS0306,2022-02-17,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,0
ORD01966,CUS0409,2022-02-18,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,1
ORD00958,CUS0154,2022-02-18,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD00833,CUS0075,2022-02-19,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD00669,CUS0315,2022-02-19,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD01775,CUS0446,2022-02-20,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD02492,CUS0396,2022-02-20,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD01487,CUS0338,2022-02-20,Xiaomi,Accessories,Sạc dự phòng 10000mAh,1,400000,400000,0
ORD01226,CUS0350,2022-02-20,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD02455,CUS0397,2022-02-21,Samsung,Accessories,Galaxy Buds 2 Pro,2,4000000,8000000,0
ORD01145,CUS0198,2022-02-22,Apple,Mid-range,iPhone 13,2,15000000,30000000,1
ORD01124,CUS0385,2022-02-22,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,1
ORD00016,CUS0140,2022-02-22,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,0
ORD00225,CUS0273,2022-02-24,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD02211,CUS0262,2022-02-24,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD00285,CUS0384,2022-02-24,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD02132,CUS0119,2022-02-24,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,0
ORD00993,CUS0039,2022-02-25,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01167,CUS0228,2022-02-25,Apple,Flagship,iPhone 15 Pro Max,2,34000000,68000000,0
ORD01232,CUS0464,2022-02-26,Oppo,Entry-level,A18,1,3900000,3900000,0
ORD01724,CUS0264,2022-02-26,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD01026,CUS0012,2022-02-27,Xiaomi,Accessories,Sạc dự phòng 10000mAh,1,400000,400000,0
ORD01810,CUS0053,2022-02-27,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,0
ORD02338,CUS0024,2022-02-28,Oppo,Mid-range,Reno 11,1,10000000,10000000,0
ORD00385,CUS0428,2022-02-28,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,0
ORD01385,CUS0248,2022-02-28,Samsung,Entry-level,Galaxy A05,2,3000000,6000000,0
ORD01534,CUS0205,2022-02-28,Samsung,Accessories,Galaxy Buds 2 Pro,2,4000000,8000000,0
ORD02168,CUS0010,2022-02-28,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,1
ORD00718,CUS0415,2022-03-01,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,0
ORD01507,CUS0243,2022-03-02,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,0
ORD02397,CUS0314,2022-03-02,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,1
ORD00115,CUS0069,2022-03-02,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD00097,CUS0044,2022-03-02,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,0
ORD02336,CUS0479,2022-03-02,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD01945,CUS0065,2022-03-03,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,0
ORD02394,CUS0081,2022-03-03,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01739,CUS0144,2022-03-03,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD00121,CUS0094,2022-03-03,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD02488,CUS0117,2022-03-03,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD00694,CUS0230,2022-03-04,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD00529,CUS0476,2022-03-04,Apple,Mid-range,iPhone 13,1,15000000,15000000,1
ORD01940,CUS0072,2022-03-06,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD01262,CUS0279,2022-03-06,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,1
ORD01234,CUS0177,2022-03-06,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01300,CUS0192,2022-03-07,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01778,CUS0032,2022-03-07,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD02331,CUS0019,2022-03-08,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,1
ORD01387,CUS0164,2022-03-08,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,1
ORD01135,CUS0087,2022-03-08,Oppo,Mid-range,Reno 11,1,10000000,10000000,0
ORD00221,CUS0331,2022-03-08,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD02278,CUS0368,2022-03-08,Xiaomi,Accessories,Sạc dự phòng 10000mAh,1,400000,400000,0
ORD01388,CUS0379,2022-03-09,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD00345,CUS0161,2022-03-09,Xiaomi,Accessories,Xiaomi Smart Band 8,1,990000,990000,0
ORD01519,CUS0227,2022-03-09,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD00852,CUS0395,2022-03-09,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD02296,CUS0087,2022-03-09,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD01706,CUS0162,2022-03-10,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD01764,CUS0287,2022-03-10,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,0
ORD00522,CUS0013,2022-03-10,Apple,Mid-range,iPhone 11,2,10000000,20000000,1
ORD01362,CUS0480,2022-03-10,Samsung,Accessories,Galaxy Buds 2 Pro,2,4000000,8000000,0
ORD00943,CUS0157,2022-03-10,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD00056,CUS0288,2022-03-10,Xiaomi,Entry-level,Redmi 12,2,3500000,7000000,0
ORD00650,CUS0074,2022-03-11,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,0
ORD01462,CUS0341,2022-03-11,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,0
ORD02275,CUS0409,2022-03-11,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,1
ORD00805,CUS0280,2022-03-11,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,0
ORD01668,CUS0246,2022-03-11,Apple,Mid-range,iPhone 11,1,10000000,10000000,1
ORD00281,CUS0484,2022-03-11,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD00696,CUS0447,2022-03-12,Apple,Mid-range,iPhone 11,1,10000000,10000000,1
ORD01578,CUS0151,2022-03-13,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD01075,CUS0420,2022-03-13,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD00618,CUS0314,2022-03-13,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00021,CUS0463,2022-03-14,Apple,Mid-range,iPhone 11,1,10000000,10000000,1
ORD00374,CUS0231,2022-03-14,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD01289,CUS0449,2022-03-14,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,1
ORD00219,CUS0051,2022-03-14,Oppo,Entry-level,A18,1,3900000,3900000,0
ORD02128,CUS0010,2022-03-14,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,0
ORD01318,CUS0018,2022-03-15,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,1
ORD01822,CUS0243,2022-03-15,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD00295,CUS0438,2022-03-15,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD00878,CUS0042,2022-03-15,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00462,CUS0443,2022-03-15,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,0
ORD01041,CUS0242,2022-03-16,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,1
ORD00012,CUS0396,2022-03-16,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,1
ORD00035,CUS0500,2022-03-16,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD00287,CUS0328,2022-03-17,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,0
ORD00538,CUS0445,2022-03-17,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,0
ORD00691,CUS0171,2022-03-17,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
