Customer_ID,Customer_Age,Location_Type,Membership_Months,Frequency,Recency,Favorite_Brand,Monetary,Installment_Rate,Flagship_Ratio,Accessories_Ratio,Credit_Card_Usage,Warranty_Claims,App_Logins_L30D,Is_VIP
CUST_00082,30,Tier 2,12,4,138,Oppo,37530000,0.10323081561321767,0.6674364631362689,0.2506989555408894,0.35968437481294124,0,28,1
CUST_00083,39,Tier 2,52,1,65,Samsung,6320000,0.8376290199641663,0.09202045866155228,0.853675633248466,0.9925045378552051,0,2,0
CUST_00084,23,Tier 2,18,3,65,Samsung,24550000,0.8183182203974839,0.48511721994149803,0.4461730139295992,0.9790768101007039,0,12,1
CUST_00085,21,Tier 2,44,2,88,Xiaomi,16760000,0.15136899185909503,0.056489874861794354,0.5352996669530106,0.7985946335185505,0,32,0
CUST_00086,23,Tier 2,2,1,323,Apple,15710000,0.705537176710346,0.4475491530230421,0.9648232996893881,0.3427207765295188,0,22,0
CUST_00087,35,Tier 1,2,2,43,Apple,29950000,0.6269755592099496,0.716426988590426,0.836683801650467,0.9372101373420595,0,22,0
CUST_00088,30,Tier 1,59,1,141,Apple,16210000,0.2761942656123614,0.4212554716855478,0.7898202602401063,0.9987790052082541,0,33,0
CUST_00089,23,Tier 2,17,1,4,Apple,15380000,0.2273684336933195,0.0016302519343888155,0.14221965442839724,0.4622785649417783,0,25,0
CUST_00090,32,Tier 1,10,2,279,Oppo,16410000,0.25058585527542143,0.3692850931008287,0.022768422336719385,0.6145893808966137,0,4,0
CUST_00091,28,Tier 2,18,3,326,Samsung,25300000,0.7306306081068676,0.06775898319035445,0.125548355858763,0.005987002983719458,0,7,0
CUST_00092,35,Tier 2,22,1,41,Apple,13160000,0.3193170663404509,0.7805963884990607,0.7402833306143588,0.043533210330802374,0,16,0
CUST_00093,22,Tier 1,19,1,90,Apple,21600000,0.2779592776174734,0.7837515692918499,0.41071779776007844,0.5005978109669884,2,24,0
CUST_00094,25,Tier 2,58,1,256,Apple,19690000,0.02248109986864888,0.8063785893710249,0.1174695863791434,0.6093138739238714,1,22,0
CUST_00095,24,Tier 2,53,5,308,Xiaomi,37620000,0.9082364937765216,0.03032719136773432,0.7390195035537647,0.31239300255763636,2,27,0
CUST_00096,16,Tier 2,1,1,145,Oppo,9470000,0.7527041444789639,0.03226930888481461,0.1945840328338102,0.09912982038305074,0,33,0
CUST_00097,30,Tier 2,24,1,307,Samsung,7660000,0.4727836758067204,0.9034493586559358,0.5890433096512144,0.7822721486703729,0,7,0
CUST_00098,30,Tier 2,36,1,311,Apple,12190000,0.9429269203505722,0.12368388028141564,0.7415428207858039,0.4187600384132587,0,42,0
CUST_00099,28,Tier 2,25,4,184,Samsung,29280000,0.2935322117754222,0.6700902304440852,0.6080606248455004,0.6488483925347122,0,18,0
CUST_00100,26,Tier 2,36,2,119,Apple,30510000,0.6747050431831482,0.7954543921961897,0.9936365408395262,0.6502011953714764,0,12,1
CUST_00101,16,Tier 2,31,3,113,Xiaomi,15420000,0.3051503776787243,0.44786370373059237,0.43416272056357597,0.5468386830726523,0,25,1
CUST_00102,24,Tier 1,31,1,291,Oppo,10800000,0.31457242551894815,0.5464720927141867,0.31180508760996284,0.17848957071229565,0,38,0
CUST_00103,25,Tier 1,2,1,249,Samsung,9770000,0.8447091667152699,0.22738072357593841,0.20119668009991842,0.6160813433228552,0,5,0
CUST_00104,21,Tier 2,19,1,324,Samsung,9600000,0.7870219534558307,0.9235999551428961,0.5037796311756175,0.3220840092621765,0,12,0
CUST_00105,26,Tier 1,53,2,92,Samsung,21540000,0.2941074306573488,0.30180110283943007,0.8524799402513696,0.8191252065959235,0,48,0
CUST_00106,31,Tier 1,12,6,59,Apple,110590000,0.0813895156665938,0.2178111893760758,0.9469151899289169,0.1931968493934254,0,22,1
CUST_00107,43,Tier 2,10,2,269,Apple,27860000,0.3575841395911985,0.5254035251218286,0.9720548729392211,0.29114841398259717,0,35,0
CUST_00108,29,Tier 1,31,8,318,Samsung,100190000,0.7600575354853153,0.1905137229008501,0.5313783384763144,0.4403059662987565,0,42,0
CUST_00109,30,Tier 2,45,5,94,Apple,107550000,0.10054436118500654,0.6866916293778726,0.6052603455461887,0.7400131302029762,0,16,1
CUST_00110,27,Tier 2,22,3,254,Apple,41950000,0.6721008647232525,0.51511544967225,0.5815397646821692,0.7207505771555667,0,0,1
CUST_00111,16,Tier 2,23,5,175,Samsung,48340000,0.8897632599139048,0.14780445401098397,0.465972395351964,0.3371099537249047,0,42,1
CUST_00112,27,Tier 2,52,1,3,Xiaomi,6870000,0.1792271556050471,0.06724641835527334,0.15223981431673783,0.5107520308816229,0,12,0
CUST_00113,28,Tier 1,23,1,21,Xiaomi,8470000,0.8622043242862039,0.13695349474099372,0.06545868676558042,0.2342346004925966,0,27,0
CUST_00114,47,Tier 2,15,4,104,Apple,55370000,0.05136388245689105,0.1366246551447603,0.43663789569762335,0.7703652774938324,1,13,1
CUST_00115,26,Tier 2,26,1,321,Apple,17050000,0.6668802580905634,0.31285052511582856,0.1861676952776683,0.19670988483487772,0,47,0
CUST_00116,30,Tier 2,3,1,269,Samsung,6280000,0.7910389203758728,0.8332706491912506,0.8866517450816592,0.8193469134771402,1,13,0
CUST_00117,27,Tier 2,23,1,333,Oppo,10480000,0.44476611765933227,0.05729402029487285,0.7616999448659605,0.9368641007556333,0,6,0
CUST_00118,18,Tier 1,20,2,209,Xiaomi,22800000,0.20372869481351352,0.1280889387623706,0.6184067039775916,0.9916160720194183,1,36,0
CUST_00119,37,Tier 2,45,1,96,Xiaomi,9060000,0.9247294989035056,0.30289918275966743,0.047411975094178826,0.8569621573538767,1,40,0
CUST_00120,34,Tier 1,40,5,93,Oppo,45180000,0.01996886860316882,0.5533331789038217,0.6222454141733581,0.22169898944045052,1,42,1
CUST_00121,34,Tier 2,57,3,45,Apple,52470000,0.5550712292295324,0.7628828404436464,0.6210691987210546,0.41651363157197396,0,17,1
CUST_00122,20,Tier 2,39,4,62,Apple,24990000,0.37284940870503225,0.9211914525478623,0.439211257728802,0.08883684600502173,0,40,1
CUST_00123,39,Tier 1,56,1,30,Apple,19590000,0.46105719548104573,0.41208820864104323,0.6577529908820342,0.16455135989921343,0,8,0
CUST_00124,16,Tier 1,8,3,270,Samsung,29720000,0.5365650562788958,0.10583481442322651,0.8579145309982186,0.04969708297165165,0,37,0
CUST_00125,32,Tier 1,18,1,10,Apple,11210000,0.5347486222665088,0.21351554336215617,0.7579868538980747,0.6410879115426854,1,19,0
CUST_00126,45,Tier 2,41,2,6,Oppo,17300000,0.20362366375643204,0.2872476302868181,0.47343420291927785,0.5331871345163941,1,20,0
CUST_00127,20,Tier 2,6,5,19,Oppo,44730000,0.6797023229000433,0.7860976444949458,0.2622844983394411,0.9170128167865741,1,37,1
CUST_00128,23,Tier 1,27,2,12,Apple,22650000,0.019148291192146116,0.6866433176014332,0.4778372964642149,0.46300767679433774,0,35,0
CUST_00129,28,Tier 2,36,2,192,Xiaomi,12200000,0.02118409421285672,0.20900532340417532,0.9459708360123259,0.6423067054443018,0,24,0
CUST_00130,23,Tier 1,15,5,103,Samsung,67820000,0.47848734127830994,0.8387455050635083,0.819986559006329,0.4015974714111631,0,42,1
CUST_00131,16,Tier 2,37,1,250,Xiaomi,7700000,0.5419028802702759,0.8591558443497561,0.027039689751496288,0.8294570393558957,0,1,0
CUST_00132,28,Tier 1,58,3,244,Xiaomi,34420000,0.2748894817002604,0.8824387749586464,0.7829632510107755,0.9263756983162428,0,43,1
CUST_00133,19,Tier 2,5,2,338,Apple,36760000,0.5516755336268335,0.2750041887276622,0.1705576379117757,0.4317317367810739,0,29,0
CUST_00134,31,Tier 2,39,3,195,Samsung,25890000,0.5161092329855901,0.13373024491507912,0.5711113330377712,0.08270132047632428,1,7,0
CUST_00135,20,Tier 2,9,4,265,Apple,72210000,0.3492205547726448,0.10395740698027145,0.8065175377799603,0.16353582918506304,1,24,0
CUST_00136,40,Tier 2,7,3,134,Oppo,13860000,0.6517746365451166,0.40008775343969316,0.5612884229581993,0.7205443304579063,0,29,1
CUST_00137,21,Tier 2,41,5,349,Samsung,38160000,0.9579372165467692,0.42932481027967495,0.40386072602124456,0.32526745858861483,0,29,1
CUST_00138,25,Tier 2,20,1,177,Xiaomi,3070000,0.49080269442513547,0.8682099979741763,0.3212676367798448,0.7853849725281095,0,12,0
CUST_00139,34,Tier 2,10,1,355,Apple,9760000,0.7860507592749802,0.2677560448609342,0.3051002405891353,0.749759570513246,0,30,0
CUST_00140,18,Tier 2,26,1,99,Oppo,7130000,0.24759656357298965,0.6268921416327119,0.8374275044430259,0.6943016678964797,0,31,0
CUST_00141,29,Tier 2,4,1,30,Xiaomi,6940000,0.7619505935074813,0.7882127098247622,0.8250508979996075,0.8142168844497946,0,35,0
CUST_00142,38,Tier 1,38,2,291,Oppo,19360000,0.6489059545019943,0.2691528944194017,0.8233766483069195,0.7565558702727565,0,40,0
CUST_00143,16,Tier 2,24,3,63,Apple,44810000,0.6396977799283038,0.2671395967771958,0.28272901238305503,0.632587899157484,2,28,0
CUST_00144,29,Tier 1,14,4,28,Samsung,39430000,0.8930353404422275,0.6691552623536041,0.7989177712157737,0.004227208580241837,0,47,1
CUST_00145,30,Tier 2,41,3,146,Apple,46570000,0.2333502549522517,0.7261362803798217,0.03663484157926644,0.5156772080933597,3,33,1
CUST_00146,34,Tier 2,1,1,288,Apple,16000000,0.3684501170909421,0.9597626412580426,0.20645626201468747,0.5952528930648933,0,18,0
CUST_00147,18,Tier 2,17,6,69,Apple,72740000,0.08306745701098572,0.84994067065767,0.5145029892716575,0.9606459008874024,0,25,1
CUST_00148,17,Tier 1,45,1,252,Apple,15390000,0.7261199767692121,0.8220514038698942,0.40674616259856244,0.6504820615461886,3,4,0
CUST_00149,32,Tier 1,24,1,162,Oppo,9530000,0.8438672852996117,0.692314223697303,0.111888256843791,0.5754737552212846,0,19,0
CUST_00150,30,Tier 2,27,4,110,Samsung,31860000,0.40583350363180304,0.11848663354793776,0.04172045985839212,0.5411938434862121,0,13,1
CUST_00151,30,Tier 2,7,4,353,Oppo,25080000,0.3568268184682595,0.8092412253824814,0.6111711361839096,0.10329299374248602,0,42,0
CUST_00152,30,Tier 1,9,3,132,Apple,65680000,0.6586518558565275,0.9353217258635461,0.31348128381143303,0.4276198773847131,1,28,1
CUST_00153,22,Tier 2,43,2,271,Apple,34350000,0.07559046078933696,0.39071781649246484,0.01596173026166825,0.1343556924978463,2,2,0
CUST_00154,29,Tier 2,35,2,188,Apple,24840000,0.29384189613631373,0.31366195838607547,0.4308946302573806,0.05269775059742432,0,19,0
CUST_00155,30,Tier 2,58,3,20,Apple,43120000,0.36621279853518374,0.5224816423201191,0.30676711614008056,0.329469192143905,1,24,1
CUST_00156,22,Tier 1,12,2,276,Samsung,26920000,0.518590284030752,0.9564556004691238,0.5766073499221033,0.6454421686960652,2,40,0
CUST_00157,42,Tier 2,21,2,177,Samsung,16510000,0.47656921946900943,0.050832274173439274,0.9298139601240443,0.8667973350495728,0,4,0
CUST_00158,31,Tier 1,3,4,99,Xiaomi,41440000,0.20868042277462684,0.7088806407231514,0.30786633608663816,0.8103658672441125,0,28,1
CUST_00159,18,Tier 2,15,2,247,Samsung,14050000,0.5407878738633325,0.8146683332073655,0.997136518284381,0.2946898506349036,3,49,0
CUST_00160,33,Tier 1,21,2,324,Apple,33750000,0.9258686908867697,0.7887491667235358,0.08604484731851536,0.04599661835663771,0,40,0
CUST_00161,20,Tier 1,10,2,18,Apple,46880000,0.02708789029712988,0.5667744049703283,0.08827816340042816,0.4026781759371695,0,40,1
CUST_00162,34,Tier 1,33,1,289,Xiaomi,9820000,0.6803065724046725,0.9205629971727108,0.7129599360045068,0.3147792906640542,0,1,0
CUST_00163,37,Tier 1,46,3,125,Oppo,28390000,0.6247090272623088,0.13452375856355836,0.7486318102032227,0.37126453472342325,0,5,0
CUST_00164,21,Tier 2,59,4,320,Oppo,32050000,0.9244269547116623,0.24515059674386208,0.4228711953395182,0.5590989408751053,1,35,0
CUST_00165,35,Tier 1,52,4,153,Apple,108650000,0.6453449404070818,0.30695630308479094,0.2860475966177689,0.030413523221447747,0,0,1
CUST_00166,31,Tier 1,6,2,69,Apple,36290000,0.6248427124810434,0.008677409691600468,0.7940020723932937,0.37080573637305925,0,30,0
CUST_00167,34,Tier 2,2,2,146,Apple,25020000,0.7698056600982401,0.370669257207512,0.9562389447097354,0.5586333094861285,0,26,0
CUST_00168,43,Tier 1,29,3,45,Xiaomi,25030000,0.26780594881966024,0.16065983782861115,0.9899018933012446,0.43097087096652753,0,44,0
CUST_00169,26,Tier 1,55,3,20,Apple,62430000,0.5957322624322371,0.7246261521579725,0.6344540801861044,0.6672289427977435,0,36,1
CUST_00170,21,Tier 2,40,8,291,Samsung,45720000,0.5194211093618459,0.4149528071273977,0.7401147319504457,0.18613179191850726,0,45,1
CUST_00171,20,Tier 2,33,2,247,Samsung,17440000,0.4384725066549735,0.704459447091851,0.8222465950492575,0.15382810926378943,0,45,0
CUST_00172,21,Tier 2,4,1,347,Samsung,6840000,0.07948716736946082,0.2936532697455395,0.7988698177595481,0.30787442408178,0,18,0
CUST_00173,27,Tier 2,59,6,203,Apple,56540000,0.29262885801284133,0.13191774742160212,0.9933923028165589,0.10172924185294419,0,0,0
CUST_00174,30,Tier 2,4,5,9,Samsung,32160000,0.27998171399016947,0.13198902355508113,0.8104318522440563,0.236261869361996,1,30,1
CUST_00175,30,Tier 1,29,4,180,Apple,72400000,0.724250957164001,0.20326375243777517,0.6625724292897357,0.0869044575863831,0,17,0
CUST_00176,34,Tier 2,37,3,156,Xiaomi,30700000,0.9206561352104349,0.11521569262089115,0.3762159396669912,0.40197775359977217,0,6,1
CUST_00177,28,Tier 2,60,2,19,Apple,35480000,0.2307872228768486,0.220547073906477,0.5979866065163444,0.7114560724480375,1,48,0
CUST_00178,39,Tier 2,60,3,103,Apple,42360000,0.0746239388913259,0.5790343446794401,0.8803594504907357,0.28653808071238884,0,31,1
CUST_00179,25,Tier 2,20,2,246,Apple,35830000,0.9999569543687702,0.25633601496365455,0.3054800629089084,0.003730914778113048,0,34,0
CUST_00180,49,Tier 1,41,2,85,Oppo,17830000,0.6912053301340548,0.342946561484032,0.030652554972682378,0.557067435439091,1,31,0
CUST_00181,33,Tier 2,23,6,319,Apple,63600000,0.8864708469902575,0.0527339835390821,0.3271822078145139,0.6919415472179956,0,0,0
CUST_00182,21,Tier 2,45,4,351,Samsung,32130000,0.14387941586379627,0.8922090925697977,0.9602300589707152,0.3913161823695932,0,32,1
CUST_00183,19,Tier 2,18,3,234,Apple,31450000,0.8007680411173688,0.1381609920789968,0.7940675712316193,0.29699990132182363,0,11,0
CUST_00184,31,Tier 1,49,5,135,Apple,104250000,0.8133237459881002,0.34866583560347675,0.18713988070566445,0.49063779948050357,3,44,0
CUST_00185,26,Tier 1,25,3,37,Samsung,33440000,0.15148892599060915,0.37947925033831065,0.012000975906958145,0.10123966478836366,1,23,1
CUST_00186,33,Tier 1,1,1,345,Apple,14830000,0.16140418009409574,0.77212626902631,0.6691194148861663,0.6439262199905869,0,3,0
CUST_00187,31,Tier 2,54,3,92,Oppo,24700000,0.29545121612180103,0.48354285330648217,0.579008723839856,0.7332971487849614,0,14,1
CUST_00188,27,Tier 1,15,2,292,Oppo,19720000,0.21678744763573976,0.3829562888179576,0.08298198092546216,0.7046306771725392,0,31,0
CUST_00189,21,Tier 1,34,1,17,Xiaomi,11270000,0.9754099080565939,0.6958746985904457,0.9659964264356341,0.3286669402063126,0,23,0
CUST_00190,16,Tier 2,48,2,90,Apple,22530000,0.36294383363643445,0.5970147507018604,0.6177932040718216,0.8427106644453435,0,22,0
CUST_00191,24,Tier 1,20,2,348,Samsung,21500000,0.7613064117672069,0.07813458378701388,0.6515209809402319,0.9468487705736642,0,24,0
CUST_00192,34,Tier 2,54,1,165,Xiaomi,5890000,0.8050508034826726,0.31270025120758393,0.8535977948894975,0.2970742229938319,1,48,0
